# %ECSV 1.0
# ---
# datatype:
# - {name: Alias, datatype: string}
# - {name: ledaName, datatype: string}
# - {name: al2000, datatype: float64}
# - {name: de2000, datatype: float64}
# - {name: type, datatype: string}
# - {name: bar, datatype: string}
# - {name: ring, datatype: string}
# - {name: multiple, datatype: string}
# - {name: t, datatype: float64}
# - {name: agnclass, datatype: string}
# - {name: logd25, datatype: float64}
# - {name: e_logd25, datatype: float64}
# - {name: logr25, datatype: float64}
# - {name: e_logr25, datatype: float64}
# - {name: pa, datatype: float64}
# - {name: bt, datatype: float64}
# - {name: it, datatype: float64}
# - {name: m21, datatype: float64}
# - {name: mfir, datatype: float64}
# - {name: vmaxg, datatype: float64}
# - {name: e_vmaxg, datatype: float64}
# - {name: v, datatype: float64}
# - {name: e_v, datatype: float64}
# - {name: ag, datatype: float64}
# - {name: incl, datatype: float64}
# - {name: vrot, datatype: float64}
# - {name: e_vrot, datatype: float64}
# - {name: vvir, datatype: float64}
# - {name: modz, datatype: float64}
# delimiter: ','
# schema: astropy-2.0
Alias,ledaName,al2000,de2000,type,bar,ring,multiple,t,agnclass,logd25,e_logd25,logr25,e_logr25,pa,bt,it,m21,mfir,vmaxg,e_vmaxg,v,e_v,ag,incl,vrot,e_vrot,vvir,modz
NGC5426,NGC5426,14.0569148,-6.0698667,Sc,,,,5.0,,1.486,0.024,0.403,0.035,0.5,12.707,11.165,13.668,,172.54,4.67,2598.7,16.6,0.123,69.68,183.99,5.03,2669.0,32.94
NGC5427,NGC5427,14.057243,-6.0306417,SABc,B,,M,5.0,S2,1.557,0.029,0.038,0.036,,11.96,10.27,13.42,11.092,179.93,10.17,2689.3,38.3,0.122,24.15,439.84,28.2,2759.8,33.036
UGC08967,UGC08967,14.057527,9.467135,Sbc,,,M,4.0,em,1.193,0.036,0.729,0.03,70.84,14.672,13.479,15.081,12.728,169.29,4.29,5641.6,2.3,0.117,90.0,169.29,,5785.2,34.632
UGC08984,UGC08984,14.0630998,35.7417243,Sab,,,,2.0,,1.029,0.091,0.602,0.058,35.1,14.114,12.651,,,,,3805.6,1.3,0.033,90.0,,,4047.0,33.845
NGC5473,NGC5473,14.0786679,54.8925641,E-S0,B,,,-2.6,,1.299,0.033,0.112,0.025,155.77,12.368,,17.468,,116.86,7.78,1893.4,63.4,0.046,47.72,157.96,10.76,2175.6,32.507
NGC5475,NGC5475,14.0867782,55.7418526,Sa,,,,0.8,,1.287,0.031,0.525,0.031,165.77,13.273,11.898,,,,,1647.2,1.1,0.051,90.0,,,1930.6,32.254
NGC5480,NGC5480,14.1059949,50.7251039,Sc,,,M,4.9,,1.224,0.034,0.118,0.03,177.02,12.756,11.707,15.178,11.521,90.47,3.43,1906.5,9.3,0.079,41.47,136.63,5.4,2182.9,32.507
NGC5468,NGC5468,14.1096953,-5.4529933,SABc,B,,,6.0,,1.36,0.025,0.029,0.024,,12.939,11.1,13.944,11.457,54.46,1.23,2842.4,2.3,0.107,21.15,150.92,4.42,2917.3,33.129
NGC5481,NGC5481,14.1114553,50.7232928,E,,,,-3.9,,1.246,0.032,0.158,0.025,113.25,13.244,,,,,,1898.0,39.4,0.078,63.9,,,2174.5,32.507
NGC5485,NGC5485,14.1198186,55.0016262,S0,,,,-2.0,,1.4,0.028,0.156,0.025,170.25,12.4,10.855,15.641,,75.4,5.02,1904.5,1.6,0.068,54.59,92.52,6.25,2187.5,32.507
UGC09056,UGC09056,14.1560094,49.0379243,Scd,,,,7.0,,1.056,0.048,0.495,0.032,139.49,14.452,13.938,15.687,,77.52,3.34,2039.8,4.3,0.14,73.66,80.78,3.5,2314.3,32.661
UGC09071,UGC09071,14.167519,54.2183551,Sc,B,,,5.9,,1.249,0.029,0.68,0.024,37.71,14.928,13.721,15.44,,84.58,2.72,1823.9,1.9,0.071,83.84,85.07,2.74,2106.7,32.426
UGC09080,UGC09080,14.176639,59.35802,Sc,,,,5.8,,1.091,0.056,0.768,0.042,40.96,15.582,14.668,15.692,,74.0,3.49,3064.8,1.3,0.045,90.0,74.0,,3353.4,33.438
UGC09067,UGC09067,14.1792947,15.2094136,Sab,,,,2.0,,0.91,0.055,0.352,0.025,10.64,14.594,13.332,16.339,13.32,184.11,5.08,7840.5,1.4,0.073,69.45,196.62,5.47,8012.4,35.333
NGC5520,NGC5520,14.206337,50.3484461,Sb,,,,3.1,,1.206,0.066,0.304,0.055,65.65,13.309,12.112,15.322,12.077,123.43,4.37,1877.0,4.0,0.078,63.85,137.5,4.97,2154.7,32.507
NGC5513,NGC5513,14.2190635,20.416272,S0,,,,-2.0,,1.306,0.079,0.269,0.058,114.2,13.781,11.865,,,,,5013.8,1.8,0.125,73.33,,,5207.6,34.404
UGC09110,UGC09110,14.2370523,15.6223973,SBb,B,,,3.2,,1.123,0.054,0.382,0.029,18.41,14.094,13.094,14.981,,154.66,5.07,4647.9,1.8,0.076,70.14,164.44,5.43,4823.1,34.226
UGC09113,UGC09113,14.2374363,35.4236103,Sb,,,,3.2,,1.18,0.039,0.517,0.027,57.6,15.453,13.696,14.575,13.105,122.39,4.12,3183.0,2.8,0.102,79.95,124.3,4.2,3427.7,33.49
NGC5519,NGC5519,14.2391294,7.5159134,SBa,B,,,1.1,,1.249,0.053,0.217,0.035,76.49,14.505,12.971,16.278,,167.66,4.03,7449.9,1.9,0.124,57.22,199.41,4.95,7590.1,35.216
NGC5522,NGC5522,14.2473217,15.1468368,SBb,B,,,3.1,,1.272,0.03,0.651,0.024,50.27,13.997,12.52,15.171,12.29,197.33,2.75,4578.7,1.4,0.103,90.0,197.33,,4752.2,34.189
NGC5525,NGC5525,14.2608935,14.2826566,S0,B,,,-1.7,,1.083,0.09,0.261,0.049,21.22,13.801,11.963,17.444,,273.61,17.29,5529.4,3.6,0.11,70.25,290.71,18.61,5699.7,34.601
NGC5533,NGC5533,14.2688128,35.3437622,SABa,B,,,2.4,,1.457,0.027,0.258,0.025,28.2,12.676,10.54,13.867,12.77,205.61,2.89,3863.2,2.4,0.064,60.26,236.79,3.43,4108.4,33.888
IC0995,IC0995,14.2753021,57.81024,Sd,B,,M,7.9,,1.223,0.046,0.585,0.029,147.09,14.5,13.819,15.752,,112.79,7.02,3128.5,2.2,0.055,90.0,112.79,,3417.3,33.49
NGC5532,NGC5532,14.2813659,10.8076728,S0,,,M,-2.1,,1.369,0.041,0.087,0.029,144.13,12.952,11.436,,,,,7408.4,2.6,0.111,41.06,,,7564.4,35.216
NGC5546,NGC5546,14.3025613,7.5645616,E,,,,-4.9,,1.197,0.042,0.087,0.026,22.09,13.325,11.782,,,,,7376.9,2.3,0.13,51.18,,,7519.2,35.204
IC0994,IC0994,14.3062835,11.1952368,SABa,B,,M,1.0,,1.165,0.038,0.39,0.029,12.91,14.621,12.903,,,,,7324.9,2.9,0.139,75.34,,,7483.3,35.192
NGC5557,NGC5557,14.3071453,36.493565,E,,,,-4.7,,1.358,0.031,0.31,0.028,97.0,11.931,,,,,,3213.0,13.0,0.026,90.0,,,3462.3,33.515
NGC5549,NGC5549,14.3107801,7.3773692,S0,,,,-2.0,,1.185,0.039,0.308,0.034,118.88,13.945,11.969,,,,,7672.7,2.9,0.129,81.19,,,7814.4,35.287
UGC09165,UGC09165,14.3132799,24.9404747,S0-a,,,,0.3,,1.084,0.068,0.603,0.039,53.8,15.131,13.112,16.01,11.795,175.54,6.14,5237.6,11.6,0.076,90.0,175.54,,5450.6,34.504
NGC5559,NGC5559,14.3202197,24.7987266,Sb,B,,,3.1,,1.116,0.038,0.534,0.025,65.43,14.809,12.81,15.82,13.029,175.85,5.71,5158.2,7.1,0.085,81.46,177.83,5.8,5371.0,34.471
UGC09182,UGC09182,14.3461424,21.9357099,Sc,,,,5.8,,1.437,0.026,0.768,0.028,121.59,14.596,12.893,14.682,13.347,148.13,3.41,4655.4,1.9,0.131,90.0,148.13,,4858.3,34.245
NGC5576,NGC5576,14.3510274,3.2710116,E,,,,-4.9,,1.452,0.031,0.179,0.03,90.73,11.785,,17.061,,101.68,4.42,1422.1,31.5,0.133,90.0,101.68,,1546.1,31.809
NGC5580,NGC5590,14.3606691,35.2049047,S0,,,,-2.2,,1.188,0.042,0.048,0.03,137.0,13.553,,,,,,3208.8,28.8,0.072,30.75,,,3455.8,33.515
UGC09199,UGC09199,14.3666343,11.1001616,Sbc,,R,,4.0,,1.127,0.035,0.747,0.03,127.19,15.229,13.519,16.337,,202.76,2.92,7725.0,2.4,0.16,90.0,202.76,,7884.7,35.299
NGC5587,NGC5587,14.3696449,13.9180123,S0-a,B,,,0.1,,1.328,0.066,0.501,0.044,161.71,13.791,12.191,14.949,,182.22,6.34,2293.9,3.3,0.1,90.0,182.22,,2465.6,32.77
NGC5602,NGC5602,14.3718998,50.5013706,Sa,,R,,0.8,,1.116,0.084,0.281,0.047,167.33,13.365,11.356,,,,,2221.0,5.6,0.086,64.77,,,2502.0,32.805
NGC5598,NGC5598,14.3745205,40.3197938,S0,,R,,-2.3,,1.189,0.062,0.195,0.043,51.05,14.097,12.464,,,,,5429.7,2.7,0.031,62.06,,,5690.4,34.585
NGC5611,NGC5611,14.4013283,33.0474667,S0,,,,-1.9,,1.133,0.092,0.365,0.057,64.99,13.455,12.083,,,,,1954.5,24.9,0.048,90.0,,,2196.2,32.546
NGC5614,NGC5614,14.402108,34.858852,Sab,,R,M,1.7,,1.385,0.033,0.083,0.052,150.0,12.568,,16.273,12.324,68.85,3.94,3896.6,5.9,0.068,36.23,116.49,7.18,4143.6,33.909
NGC5616,NGC5616,14.4057558,36.4613632,SBbc,B,,,4.0,,1.328,0.058,0.719,0.064,157.87,14.555,12.524,15.82,12.484,278.24,10.94,8422.0,3.7,0.041,90.0,278.24,,8673.5,35.509
NGC5610,NGC5610,14.4063772,24.6140837,SBab,B,,,1.6,,1.238,0.037,0.457,0.024,104.62,14.293,12.309,16.26,11.435,185.98,4.5,5054.3,4.3,0.095,79.68,189.04,4.59,5268.6,34.421
NGC5622,NGC5622,14.4367205,48.5639674,Sb,,R,,3.1,,1.126,0.045,0.245,0.022,85.71,14.144,12.899,15.734,,148.13,4.24,3871.8,2.0,0.098,58.23,174.23,5.06,4150.8,33.909
NGC5631,NGC5631,14.4425796,56.5826269,S0,,,,-2.0,S2,1.289,0.065,0.0,0.057,,12.48,,15.839,,165.36,14.29,1953.4,9.8,0.088,0.0,,,2243.5,32.585
UGC09253,UGC09253,14.4495871,31.5170376,SABb,B,,,4.0,,1.293,0.034,0.684,0.026,46.99,14.56,13.397,15.711,,124.84,2.94,3914.9,6.3,0.066,90.0,124.84,,4153.1,33.909
NGC5623,NGC5623,14.4524055,33.2525115,E,B,,,-4.7,,1.218,0.081,0.185,0.059,17.0,13.65,,,,,,3359.1,25.3,0.04,90.0,,,3602.6,33.59
UGC09262,UGC09262,14.452859,35.9214913,Sbc,,,,4.4,,1.065,0.097,0.834,0.048,50.44,15.625,14.015,16.227,12.539,255.08,18.95,8461.3,6.4,0.057,90.0,255.08,,8712.3,35.52
NGC5633,NGC5633,14.4578802,46.1465238,Sb,,R,,3.2,,1.037,0.034,0.179,0.018,10.86,13.105,11.723,15.04,11.825,125.4,3.43,2325.8,3.6,0.071,50.75,161.94,4.52,2600.8,32.907
NGC5630,NGC5630,14.4601722,41.2577621,SBd,B,,,7.8,,1.17,0.04,0.451,0.028,95.74,13.605,12.983,14.888,12.625,106.43,3.41,2672.1,3.5,0.05,90.0,106.43,,2936.8,33.159
IC1014,IC1014,14.4717801,13.7802483,Sd,B,,M,8.0,,1.301,0.043,0.254,0.034,81.57,13.904,12.429,14.305,13.812,87.3,2.29,1287.8,1.4,0.098,66.03,95.54,2.56,1461.8,31.639
NGC5635,NGC5635,14.4754834,27.4090213,Sb,,,,3.2,S3,1.419,0.032,0.421,0.037,64.25,13.663,11.281,14.592,,363.46,7.63,4318.2,50.8,0.104,72.93,380.2,8.07,4543.8,34.093
UGC09291,UGC09291,14.4769152,38.9991636,Sc,,,,6.4,,1.271,0.043,0.318,0.027,110.5,13.9,12.052,15.106,,115.33,3.9,2886.7,3.6,0.062,62.84,129.62,4.43,3146.3,33.303
MCG+05-34-053,PGC051748,14.4865789,30.0772529,SBc,B,R,,5.0,,0.831,0.065,0.009,0.026,,15.381,14.198,17.97,,13.89,0.84,4368.7,2.3,0.092,11.99,66.86,5.62,4603.3,34.132
NGC5642,NGC5642,14.4870892,30.0264653,E,B,,,-4.7,,1.249,0.034,0.196,0.026,125.55,14.204,,,,,,4311.3,25.0,0.084,90.0,,,4545.8,34.093
NGC5656,NGC5656,14.5070848,35.3209722,Sab,,,,2.0,,1.101,0.051,0.15,0.027,57.21,12.835,11.646,15.417,11.815,162.93,5.48,3147.2,4.0,0.066,47.59,220.68,7.66,3397.8,33.464
NGC5657,NGC5657,14.5121139,29.1807544,Sb,B,R,,3.1,,1.243,0.068,0.394,0.053,168.16,14.344,12.678,15.027,12.695,151.67,3.88,3964.9,16.0,0.08,71.07,160.34,4.17,4197.2,33.931
NGC5659,NGC5659,14.5183681,25.3550738,SBb,B,R,,3.1,,1.253,0.034,0.544,0.023,44.6,14.747,12.723,16.195,,157.42,4.13,4491.3,1.2,0.164,82.32,158.84,4.19,4710.9,34.17
NGC5665,NGC5665,14.5404878,8.0785656,Sc,B,R,M,5.0,,1.275,0.032,0.207,0.024,149.85,12.606,11.862,15.52,11.058,104.25,2.12,2233.0,5.9,0.108,53.13,130.31,2.72,2384.1,32.698
NGC5675,NGC5675,14.5443997,36.3022219,SBab,B,,M,1.7,S3,1.356,0.034,0.496,0.029,135.17,13.822,12.077,15.881,13.377,244.51,19.3,3972.4,1.4,0.08,83.94,245.89,19.44,4226.5,33.951
UGC09356,UGC09356,14.5482058,11.5950192,SABc,B,,,4.7,,1.025,0.042,0.275,0.025,101.56,14.244,12.826,14.372,,104.64,2.43,2225.6,2.1,0.114,60.04,120.77,2.86,2392.3,32.698
UGC9391,UGC09391,14.5769423,59.3382333,Sd,B,,M,8.1,,0.98,0.05,0.097,0.035,29.75,14.877,14.773,15.361,,49.87,1.7,1905.7,2.6,0.044,41.23,75.66,2.78,2200.1,32.546
NGC5682,NGC5682,14.5791894,48.669722,Sb,B,,,3.2,,0.81,0.062,0.43,0.028,136.07,14.797,13.792,15.876,13.731,99.19,3.45,2276.9,1.2,0.14,73.58,103.41,3.61,2558.7,32.873
NGC5687,NGC5687,14.5812169,54.4757598,E-S0,,,,-3.2,,1.382,0.07,0.245,0.047,103.34,12.591,,,,,,2113.3,23.4,0.049,79.12,,,2403.2,32.734
NGC5689,NGC5689,14.5915795,48.7415561,S0-a,B,,,0.4,,1.564,0.027,0.606,0.03,85.75,12.74,,16.802,13.73,195.63,8.6,2168.2,18.4,0.152,90.0,195.63,,2450.3,32.77
NGC5684,NGC5684,14.5972672,36.5431881,S0,,,,-2.2,,1.149,0.038,0.101,0.026,100.65,13.64,13.595,,,,,4093.4,1.8,0.046,44.26,,,4349.3,34.013
UGC09401,UGC09401,14.6025727,21.793505,Sa,,,M,1.0,,1.183,0.069,0.376,0.045,86.19,14.46,12.447,16.551,,236.91,7.79,5627.5,2.5,0.186,73.82,246.67,8.2,5836.4,34.647
2MASXJ14365056+0608214,PGC052231,14.6140485,6.1392634,SBb,B,,M,2.7,,0.733,0.082,0.31,0.028,176.58,15.877,14.799,,,,,,,0.146,64.81,,,,
NGC5714,NGC5714,14.6365301,46.6382986,SBc,B,,,5.8,,1.453,0.023,0.756,0.03,81.71,14.096,12.482,14.378,12.807,153.96,3.83,2238.4,1.6,0.064,90.0,153.96,,2517.6,32.839
NGC5720,NGC5720,14.6425816,50.8152879,SBb,B,R,,3.1,,1.279,0.065,0.189,0.053,131.98,14.454,12.96,15.85,,194.81,7.27,7783.0,2.2,0.068,52.05,247.06,9.6,8069.2,35.356
UGC09448,UGC09448,14.6497705,51.1206826,Sb,,,,3.3,,1.206,0.047,0.911,0.053,86.66,15.203,13.89,15.589,,113.76,4.56,2196.9,6.0,0.077,90.0,113.76,,2483.6,32.805
NGC5730,NGC5730,14.6644928,42.7423322,Sm,,,,9.2,,1.303,0.034,0.72,0.027,88.73,14.452,13.338,14.708,13.11,121.88,3.66,2526.6,1.8,0.069,90.0,121.88,,2798.7,33.067
NGC5731,NGC5731,14.669225,42.7795421,Sc,,,,4.9,,1.177,0.064,0.612,0.045,115.24,14.099,13.581,14.789,,85.03,5.14,2515.0,4.2,0.072,82.13,85.84,5.2,2787.2,33.036
NGC5732,NGC5732,14.6774938,38.6377297,Sbc,,,,4.0,,1.09,0.04,0.278,0.024,42.34,14.341,13.34,,13.65,283.4,13.36,3735.5,24.1,0.067,60.76,324.78,15.43,3998.4,33.823
UGC09476,UGC09476,14.6922234,44.5127532,SABc,B,,M,5.2,,1.177,0.033,0.203,0.022,128.71,13.762,12.557,15.72,13.137,101.27,2.85,3270.7,2.1,0.078,52.61,127.45,3.66,3546.9,33.565
NGC5739,NGC5739,14.7080139,41.84225,S0-a,B,R,,-0.9,,1.242,0.039,0.143,0.034,43.5,13.272,,,,,,5564.1,37.7,0.073,49.68,,,5835.0,34.647
NGC5735,NGC5735,14.7092354,28.7264273,Sbc,B,R,M,3.6,,1.302,0.03,0.133,0.025,49.55,13.657,12.578,14.443,13.234,103.58,3.51,3730.2,5.8,0.074,44.22,148.5,5.22,3965.7,33.8
UGC09492,UGC09492,14.7367164,7.9496144,SBa,B,R,,1.1,,1.039,0.047,0.324,0.027,52.85,14.745,12.909,16.845,,236.57,12.29,8304.8,3.2,0.116,68.63,254.03,13.28,8460.4,35.456
UGC09518,UGC09518,14.7727143,32.7801274,E,,,,-4.8,,1.06,0.049,0.154,0.028,0.16,14.338,12.631,,,,,8714.7,2.8,0.059,73.71,,,8963.9,35.582
UGC09537,UGC09537,14.8074328,34.998053,Sb,,,,3.1,,1.349,0.029,0.772,0.038,139.83,14.695,12.71,14.803,13.747,299.13,7.67,8820.5,2.1,0.09,90.0,299.13,,9076.6,35.613
UGC09542,UGC09542,14.8169996,42.4639592,Sc,,,,6.4,,1.157,0.038,0.534,0.026,31.76,15.068,13.439,15.603,,147.1,5.86,5458.2,2.6,0.081,76.06,151.56,6.05,5732.5,34.601
UGC09539,UGC09539,14.818324,22.1981458,Sa,,,,0.9,,0.858,0.076,0.43,0.028,65.98,14.803,13.262,,,,,6343.2,2.3,0.143,79.94,,,6558.8,34.895
UGC09562,UGC09562,14.8539984,35.5422708,Sm,,,,9.3,,0.909,0.049,0.144,0.028,3.59,14.42,13.787,14.747,,78.39,2.68,1274.6,4.6,0.057,49.92,102.45,3.63,1533.1,31.754
NGC5772,NGC5772,14.8608022,40.5992007,Sb,,R,,3.0,,1.14,0.042,0.42,0.045,32.01,13.708,12.14,15.533,13.672,235.12,7.76,4873.1,5.8,0.081,73.12,245.71,8.18,5144.2,34.37
NGC5784,NGC5784,14.9045693,42.557903,S0,,,M,-1.9,,1.171,0.049,0.039,0.026,,13.655,,,13.157,,,5370.0,16.0,0.094,27.47,,,5646.1,34.569
UGC09598,UGC09598,14.9191836,43.8185803,SABc,B,,,5.7,,1.21,0.031,0.437,0.021,122.13,14.787,13.019,16.25,,176.71,5.75,5577.3,6.3,0.101,71.24,186.63,6.09,5856.2,34.647
NGC5794,NGC5794,14.9315627,49.726084,S0-a,B,R,,0.0,,1.031,0.045,0.073,0.03,143.26,14.318,12.665,,,,,4188.2,1.5,0.077,35.12,,,4477.4,34.073
NGC5797,NGC5797,14.940015,49.6961014,S0-a,,,M,-0.3,,1.199,0.036,0.194,0.026,107.52,13.513,,,,,,4032.0,50.4,0.078,56.28,,,4321.2,33.993
IC1078,IC1078,14.9413874,9.3544975,Sa,B,R,,1.1,,0.997,0.045,0.087,0.026,18.98,14.724,13.394,17.315,,65.85,2.54,8587.8,2.9,0.176,37.32,108.6,4.43,8754.6,35.53
IC1079,IC1079,14.9433762,9.369763,E,,,M,-4.9,,1.164,0.04,0.234,0.027,81.43,14.65,12.605,,,,,8717.1,2.8,0.175,90.0,,,8884.0,35.562
UGC09629,UGC09629,14.9531247,52.3460264,Sa,,R,,0.9,,1.175,0.04,0.401,0.027,153.52,14.532,13.05,,,,,7822.6,2.9,0.092,76.64,,,8115.5,35.367
UGC09663,UGC09663,15.0204569,52.5961775,IAB,B,,,9.7,,1.138,0.089,0.1,0.066,,14.952,,15.352,,47.05,1.76,2420.9,5.2,0.09,41.92,70.42,2.95,2715.1,32.973
UGC09665,UGC09665,15.0256829,48.3197881,Sbc,,,M,4.0,,1.229,0.037,0.646,0.025,143.03,14.684,13.088,14.673,12.352,134.91,5.1,2557.6,1.8,0.098,90.0,134.91,,2846.1,33.098
UGC09661,UGC09661,15.0343126,1.8410998,SBd,B,,M,8.0,,1.018,0.042,0.045,0.027,139.16,14.866,13.34,16.697,,39.67,1.54,1242.5,1.5,0.257,28.46,83.25,3.61,1377.3,31.518
IC4526,IC4526,15.0439455,23.3503994,Sm,,,M,8.9,,0.701,0.182,0.133,0.063,18.68,16.717,14.621,17.343,13.096,112.6,8.36,13660.8,7.9,0.192,48.08,151.33,11.69,13885.4,36.555
NGC5829,NGC5829,15.0450006,23.3336126,Sc,,,M,5.3,,1.152,0.032,0.119,0.022,40.96,13.971,12.951,15.074,,76.48,1.92,5686.1,1.6,0.193,41.45,115.55,3.03,5910.6,34.678
2MASXJ15024995+4847010,PGC2325560,15.0472179,48.7835692,E?,,,,-2.4,,0.659,0.081,0.311,0.027,4.39,16.906,15.714,,,,,7802.6,5.3,0.081,90.0,,,8092.1,35.356
NGC5837,NGC5837,15.0779362,12.6334445,Sb,B,R,M,3.1,,1.0,0.044,0.21,0.022,23.43,14.404,13.043,15.598,12.519,163.14,4.87,8666.4,13.3,0.159,54.47,200.47,6.09,8850.3,35.561
NGC5845,NGC5845,15.1002108,1.63391,E,,,,-4.9,,1.001,0.068,0.148,0.026,151.96,13.448,11.265,,,,,1450.1,8.8,0.234,72.12,,,1585.4,31.81
UGC09708,UGC09708,15.1090179,9.4495557,Sb,,,M,3.2,,0.903,0.053,0.079,0.025,161.02,15.178,14.402,16.438,,62.56,2.01,8416.8,0.6,0.146,34.89,109.38,3.76,8587.8,35.488
UGC09711,UGC09711,15.1101552,9.4384897,Sa,,,,1.1,,1.089,0.039,0.703,0.027,107.35,15.32,13.852,,12.718,,,8342.3,4.2,0.146,90.0,,,8513.3,35.477
IC4534,UGC09713,15.1116059,23.6419503,S0,B,,,-1.8,,1.16,0.037,0.26,0.025,163.94,14.471,12.621,,,,,4861.4,1.8,0.217,70.25,,,5088.4,34.352
NGC5876,NGC5876,15.1587724,54.5064656,SBab,B,R,,1.5,,1.391,0.048,0.328,0.047,48.22,13.707,12.076,16.21,,221.57,13.51,3254.1,3.3,0.057,68.09,238.82,14.69,3552.2,33.565
UGC09759,UGC09759,15.1780571,55.3498168,Sb,,,,2.5,,1.125,0.045,0.29,0.028,52.73,15.142,13.119,15.07,13.27,138.85,4.0,3427.3,6.8,0.053,63.2,155.56,4.55,3726.3,33.662
NGC5888,NGC5888,15.2187184,41.2646586,Sbc,B,,M,3.7,,1.124,0.039,0.214,0.024,156.69,14.173,12.592,,,,,8709.7,3.7,0.093,54.58,,,8988.4,35.592
UGC09777,UGC09777,15.2375431,20.478665,Sab,,R,,2.0,,0.97,0.051,0.338,0.03,149.64,14.818,13.365,15.265,13.462,135.46,3.72,4691.8,1.8,0.203,68.23,145.86,4.06,4909.9,34.263
NGC5907,NGC5907,15.2648767,56.3291505,SABc,B,,,5.2,,2.053,0.016,0.809,0.046,155.58,11.069,9.892,11.993,10.162,226.61,4.28,667.4,1.6,0.046,90.0,226.61,,968.3,30.783
NGC5908,NGC5908,15.2786653,55.4095087,SBb,B,,,3.0,,1.528,0.044,0.32,0.045,153.45,12.805,10.711,14.513,11.188,314.56,9.5,3332.8,9.2,0.065,65.31,346.21,10.64,3633.1,33.614
NGC5910,NGC5910,15.3235419,20.8962795,E,,,M,-4.4,,1.057,0.045,0.39,0.028,110.06,14.594,12.891,,,,,12117.6,2.4,0.416,90.0,,,12339.0,36.288
UGC09837,UGC09837,15.3976886,58.0529766,SABc,B,,M,5.3,,1.226,0.061,0.035,0.045,,13.815,13.626,15.098,,71.11,1.78,2660.1,2.1,0.074,23.22,180.34,6.36,2963.6,33.188
UGC09842,UGC09842,15.4182789,37.9601691,Sb,B,,,3.0,,1.167,0.075,0.509,0.067,71.5,15.359,13.917,15.64,12.577,203.72,10.46,8927.0,6.4,0.06,79.66,207.09,10.69,9201.5,35.643
NGC5928,NGC5928,15.4341321,18.0736438,S0,,,,-2.1,,1.215,0.042,0.183,0.026,103.15,13.683,11.991,,,,,4460.5,1.6,0.231,59.21,,,4673.4,34.17
NGC5929,NGC5929,15.4350413,41.6706914,Sa,,,M,1.3,S3,0.956,0.09,0.036,0.041,,14.071,12.612,16.15,,111.77,7.46,2549.7,16.3,0.104,24.41,270.45,20.54,2832.4,33.068
NGC5930,NGC5930,15.4355388,41.6760604,SABa,B,,M,2.3,,1.267,0.059,0.37,0.047,173.28,13.177,10.426,16.387,10.797,106.1,5.19,2588.2,28.0,0.104,70.45,112.59,5.55,2871.0,33.098
NGC5934,NGC5934,15.4702123,42.9299198,SBa,B,,M,1.0,,0.786,0.155,0.323,0.051,4.93,14.444,12.756,,12.735,,,5563.4,3.2,0.127,68.65,,,5849.1,34.647
NGC5935,NGC5935,15.4713121,42.9441413,SBa,B,,M,0.5,,0.93,0.062,0.327,0.03,36.62,14.845,13.129,,,,,5330.7,2.9,0.128,70.33,,,5616.4,34.569
UGC09868,UGC09868,15.4873979,52.8639241,E,,,,-5.0,,1.081,0.041,0.279,0.026,29.02,15.952,13.807,,,,,21860.9,3.4,0.06,90.0,,,22161.3,37.598
UGC09873,UGC09873,15.4973994,42.6289746,Sc,,R,,5.3,,1.124,0.035,0.644,0.028,125.9,15.477,13.958,16.014,13.852,130.72,5.77,5618.2,2.2,0.129,83.27,131.62,5.82,5903.7,34.678
NGC5947,NGC5947,15.510164,42.7171558,SBbc,B,,,3.7,,1.067,0.042,0.154,0.034,45.24,14.584,13.107,,13.525,,,5934.6,1.9,0.141,47.25,,,6220.5,34.782
NGC5950,NGC5950,15.5252216,40.4300635,SBb,B,R,M,3.2,,1.098,0.044,0.299,0.024,37.84,14.555,13.292,15.7,13.527,187.4,8.83,2615.1,4.5,0.117,63.33,209.72,9.95,2896.6,33.129
UGC09892,UGC09892,15.5477652,41.1914589,Sb,,,,3.2,,1.115,0.04,0.615,0.031,101.73,15.16,13.77,15.971,,148.18,7.87,5658.2,3.6,0.112,90.0,148.18,,5941.6,34.678
NGC5951,NGC5951,15.5619624,15.0072234,SBc,B,,,5.2,,1.482,0.025,0.661,0.024,4.13,13.671,12.551,14.458,13.384,120.75,2.05,1778.5,1.4,0.209,84.6,121.29,2.06,1981.7,32.298
UGC09901,UGC09901,15.57415,12.2703273,Sbc,,,M,4.0,,1.095,0.058,0.906,0.059,177.89,15.195,14.121,15.474,,99.67,2.17,3160.8,2.0,0.172,90.0,99.67,,3353.0,33.438
NGC5953,NGC5953,15.575665,15.1937933,S0-a,,,M,0.1,S2,1.168,0.038,0.117,0.02,,12.983,,15.477,10.567,61.58,3.46,1969.8,6.9,0.211,43.94,88.75,5.08,2173.9,32.507
NGC5954,NGC5954,15.5764252,15.1992225,SABc,B,,M,5.9,,1.009,0.079,0.325,0.037,19.17,12.81,,14.937,,111.38,3.75,1924.6,19.7,0.212,63.56,124.39,4.25,2128.7,32.467
IC4553,IC1127,15.5825825,23.5028574,Sm,,,,9.3,S,1.044,0.045,0.189,0.026,96.46,13.955,,14.244,8.283,147.44,15.72,5427.0,6.8,0.22,56.98,175.83,18.88,5662.2,34.585
